Sl.No,Company Name,Website,Twitter_url,Facebook_url,Linkedin_url,Crunchbase_url,City,Country,CEO,CTO,EMAIL
3920,pryml,NaN,NaN,NaN,linkedin.com/company/11055905,crunchbase.com/organization/pryml,Dublin,Ireland,"Welcome Jim Hyman,",NaN,hello@pryml.io
3921,Progress Innovation,NaN,twitter.com/usermojo,facebook.com/pages/Demoing/244588897306,linkedin.com/company/781984,crunchbase.com/organization/usermojo,Cambridge,United States,NaN,NaN,info@progressinnovation.com
3922,Priva,NaN,twitter.com/privaint,facebook.com/Priva-Inc-1773340752941690,linkedin.com/company/priva-building-intelligence,crunchbase.com/organization/travel-priva#section-overview,Chicago,United States,Snehal Dwivedi,NaN,info@priva.com
3923,PrintToPeer,NaN,twitter.com/PrintToPeer,facebook.com/PrintToPeer,linkedin.com/company/3254018,crunchbase.com/organization/printtopeer,London,United Kingdom,LinkedIn,NaN,hello@printtopeer.com
3924,Prime,NaN,twitter.com/use_prime,facebook.com/PrimeConstructionOrlando/,linkedin.com/company/3243431,crunchbase.com/organization/prime,Oakland,United States,President,NaN,support@tryprime.co
3925,Price Backers,NaN,NaN,facebook.com/pricebackers,linkedin.com/company/71828543,NaN,Katzir,Israel,Noah Thorp,NaN,support@pricebackers.com
3926,Postmaster,NaN,twitter.com/postmaster_io,facebook.com/postmasterio,linkedin.com/company/postmaster-sp-zoo,crunchbase.com/organization/postmaster-io,Austin,United States,Lior Moyal,NaN,support@postmaster.io
3927,Poshpacker,NaN,twitter.com/poshpacker,facebook.com/Poshpacker,linkedin.com/company/the-poshpacker,crunchbase.com/organization/the-poshpacker#/entity,Washington,United States,Ryan RoslanskyAdam,NaN,hello@poshpacker.co
3928,Polydone,NaN,twitter.com/polydoneHQ,facebook.com/polydoneHQ,linkedin.com/company/10984433,crunchbase.com/organization/polydone,London,United Kingdom,Carolyn Hyde,NaN,hello@polydone.com
3929,Pollen,NaN,twitter.com/GetPollen,facebook.com/polnads/,linkedin.com/company/pollencareers,crunchbase.com/organization/poln#section-overview,New York,United States,LinkedIn ProfileKir,NaN,hello@pollen.ai
3930,PlayFull,NaN,twitter.com/playfull,facebook.com/beplayfull/,linkedin.com/company/3680453,crunchbase.com/organization/playfull,Los Angeles,United States,Rohit Dalal,NaN,support@playfull.com
3931,Pistol Lake,NaN,twitter.com/PistolLake,facebook.com/pistollake,linkedin.com/company/pistollake,crunchbase.com/organization/pistol-lake,Walnut,United States,Dan Rebernik,NaN,team@pistollake.com
3932,PickaDeli,NaN,twitter.com/PickaDeli_co,facebook.com/FudyBudy/,linkedin.com/company/11268601,crunchbase.com/organization/fudybudy-com,Madrid,Spain,Adedapo Sobayo,NaN,hello@pickadeli.com
3933,Pesky Fish,NaN,twitter.com/pesky_fish,facebook.com/Pesky-Fish-365849560604177/,linkedin.com/company/pesky-fish-ltd,crunchbase.com/organization/pesky-fish,London,United Kingdom,Ryan Roslansky,NaN,hello@peskyfish.co.uk
3934,Perform,NaN,twitter.com/PerformRunning,facebook.com/performrunning/,linkedin.com/company/performrunning,crunchbase.com/organization/perform-5159,San Francisco,United States,MockmateMegan Kenna,NaN,hello@performapp.com
3935,People's Software,NaN,NaN,NaN,NaN,crunchbase.com/organization/peoples-software-company,New York,United States,Ryan RoslanskyKrist,NaN,hello@peoplessoftware.co
3936,PayPeanuts,NaN,twitter.com/pay_peanuts,facebook.com/paypeanutsfi/,linkedin.com/company/paypeanuts-ltd,crunchbase.com/organization/paypeanuts,Berlin,Germany,NaN,NaN,hello@paypeanuts.com
3937,Paymins,NaN,twitter.com/PayMins,facebook.com/PayMinsCom,linkedin.com/company/paymins,crunchbase.com/organization/paymins,Dublin,Ireland,Mindi Jacobson,NaN,support@paymins.com
3938,ParaSpace,NaN,twitter.com/paraspacevr,facebook.com/ParaSpace-245020566436605/,linkedin.com/company/paraspace,crunchbase.com/organization/paraspace,Brisbane,Australia,NaN,NaN,hello@paraspace.app
3939,pantreeco,NaN,twitter.com/pantreeco,facebook.com/pantreeco/,linkedin.com/company/pantreeco,crunchbase.com/organization/pantreeco,Melbourne,Australia,Arik Bracha,NaN,hello@pantreeco.com
3940,Oxie,NaN,twitter.com/oxieco,facebook.com/oxieco,linkedin.com/company/6426470,crunchbase.com/organization/oxie,Tel Aviv,Israel,Kris Chinosorn,NaN,hello@oxie.com
3941,OVATEMP,NaN,twitter.com/ovatemp,facebook.com/Ovatemp,linkedin.com/company/ovatemp,crunchbase.com/organization/ovatemp,Newtonville,United States,NaN,NaN,hello@ovatemp.com
3942,Ordrx,NaN,twitter.com/ordrin,facebook.com/Ordrin,linkedin.com/company/ordr.in-networks,crunchbase.com/organization/ordr-in,New York,United States,Alice Taylor,NaN,support@ordrx.com
3943,ollo wearables,NaN,twitter.com/ollowearables,facebook.com/ollowearables,linkedin.com/company/2933179,crunchbase.com/organization/ollo-mobile,San Francisco,United States,Ryan RoslanskyMoham,NaN,hello@ollo.cc
3944,OFunnel,NaN,twitter.com/ofunnel,facebook.com/ofunnel,linkedin.com/company/ofunnel,crunchbase.com/organization/ofunnel,Redmond,United States,Mailana Mavromatis,NaN,support@ofunnel.com
3945,Official,NaN,NaN,NaN,linkedin.com/company/isofficial-co,crunchbase.com/organization/official-b83d,Middletown,United States,Yves Booten,NaN,hello@official.fm
3946,Nveloped,NaN,twitter.com/nveloped,facebook.com/nveloped,NaN,crunchbase.com/organization/nveloped,Arlington,United States,Sean Li,NaN,hello@nveloped.com
3947,Nudge Health,NaN,NaN,facebook.com/SidestageHQ,linkedin.com/company/sidestage,NaN,Berlin,Germany,John Kent,NaN,hello@nudgehealth.com
3948,Noah,NaN,twitter.com/patchhomes,facebook.com/noah-partners/,linkedin.com/company/noah-education-holdings-ltd,crunchbase.com/organization/patch-homes-2,San Francisco,United States,Haneen Abu,NaN,hello@noah.co
3949,NeuroApplied,NaN,twitter.com/NeuroApplied,facebook.com/neuroapplied,linkedin.com/company/5376764,crunchbase.com/organization/neuroapplied,Hadera,Israel,Shobin Uralil,NaN,hello@neuroapplied.com
3950,NetCloak,NaN,twitter.com/NetCloakInc,facebook.com/hover,linkedin.com/company/netcloak,crunchbase.com/organization/netcloak,Los Angeles,United States,Ryan RoslanskyJeff,NaN,hello@netcloak.io
3951,Nebulab,NaN,twitter.com/nebulab_io,NaN,linkedin.com/company/nebulab-technologies,crunchbase.com/organization/nebulab,San Antonio,United States,Christopher MundonL,NaN,hello@nebulab.com
3952,NConnex,NaN,twitter.com/nconnex,facebook.com/nconnex,linkedin.com/company/3146052,crunchbase.com/organization/nconnex,San Francisco,United States,Yash Patel,NaN,info@nconnex.com
3953,NABL,NaN,twitter.com/nabldc,facebook.com/nabldc,linkedin.com/in/yannick-namia,crunchbase.com/organization/nabl,Haryana,India,NaN,NaN,nabl@nabl-india.org
3954,MyBetterFit,NaN,twitter.com/mybetterfit,facebook.com/BetterFitTechnologies,NaN,crunchbase.com/organization/betterfit-technologies,Cambridge,United States,LinkedIn ProfileJef,NaN,hello@mybetterfit.com
3955,Moveline,NaN,twitter.com/moveline,facebook.com/moveline,linkedin.com/company/moveline,crunchbase.com/organization/moveline,New York,United States,Laveen Jose,NaN,support@moveline.com
3956,Moni,NaN,twitter.com/monimobile,facebook.com/pages/moni/437536619636529,linkedin.com/company/moni,crunchbase.com/organization/moni-technologies,Toronto,Canada,NaN,NaN,hello@moni.ai
3957,Modabound,NaN,twitter.com/modabound,facebook.com/ModaBound,linkedin.com/company/3068685,crunchbase.com/organization/modabound,New York City,United States,Peter Freed,NaN,hello@modabound.com
3958,Mockmate,NaN,twitter.com/MockMate,facebook.com/Mockmate,linkedin.com/company/mockmate,crunchbase.com/organization/mockmate,Barcelona,Spain,Andy Wotton,NaN,hello@mockmate.com
3959,MobIntent,NaN,twitter.com/mobintent,NaN,NaN,crunchbase.com/organization/mobintent,New York,United States,Chris Cherrington,NaN,info@mobintent.com
3960,MIO ROBOT KIOSKs,NaN,twitter.com/MioRobots,facebook.com/miokiosk/,linkedin.com/in/romandrokov,crunchbase.com/organization/mio-mobile-kiosk,London,United Kingdom,NaN,NaN,info@miorobot.com
3961,Mindi,NaN,twitter.com/minditech,facebook.com/minditech,linkedin.com/company/mindi,crunchbase.com/organization/mindi,London,United Kingdom,NaN,NaN,hello@mindi.co
3962,Mindfire Technology,NaN,twitter.com/MindfireTech,facebook.com/MindfireTechnology/,linkedin.com/company/mindfire-technology,crunchbase.com/organization/mindfire-technology,Salt Lake City,United States,NaN,NaN,info@mindfiretechnology.com
3963,MICRON3DP,NaN,twitter.com/Micron3DP,facebook.com/micron3dp/,linkedin.com/company/micron3dp,crunchbase.com/organization/micron3dp,Kefar Sava,Israel,Fidji Simo,NaN,info@micron3dp.com
3964,MentorMob,NaN,twitter.com/mentormob,facebook.com/MentorMob,linkedin.com/company/mentormob,crunchbase.com/organization/mentormob,Chicago,United States,Ann Marie Klaybor,NaN,support@mentormob.com
3965,MCSquared Health,NaN,twitter.com/mcsquaredhealth,facebook.com/mcsquaredhealth/,linkedin.com/company/mcsquaredhealth,crunchbase.com/organization/mcsquared,San Jose,United States,NaN,NaN,info@mcsquaredhealth.com
3966,MakieLab,makielab.com,twitter.com/makielab,facebook.com/OfficialMakies,linkedin.com/company/2459909,crunchbase.com/organization/makielab,London,United Kingdom,Ryan RoslanskyJeff,NaN,hello@makielab.com
3967,MakersKit,NaN,twitter.com/makerskit,facebook.com/makerskit,linkedin.com/company/2921216,crunchbase.com/organization/makerskit,Los Angeles,United States,Jim Plescia,NaN,hello@makerskit.com
3968,Makerbloks,NaN,twitter.com/MakerBloks,facebook.com/makerbloks,linkedin.com/company/9312705,crunchbase.com/organization/makerbloks,Montreal,Canada,Pinny Chaviv,NaN,hello@makerbloks.com
3969,Mailana,NaN,NaN,facebook.com/pages/Mailana/146217968965,NaN,crunchbase.com/organization/mailana,Boulder,United States,James Groves,NaN,hello@mailana.com
3970,Magnific,NaN,twitter.com/MagnificHQ,facebook.com/magnifichq,linkedin.com/company/magnific,crunchbase.com/organization/magnific,London,United Kingdom,Eduardas Matvejevas,NaN,hello@magnific.com
3971,Magicflix,NaN,twitter.com/magicflix,facebook.com/MagikFlix,linkedin.com/company/3337462,crunchbase.com/organization/magikflix,Redmond,United States,NaN,NaN,support@magicflix.com
3972,LotStocks,NaN,twitter.com/LotStocks,facebook.com/LotStocks/,linkedin.com/company/lotstocks,crunchbase.com/organization/lotstocks,Santa Monica,United States,Jacob Silber,NaN,hello@lotstocks.com
3973,Locumunity,NaN,twitter.com/Locumunity,facebook.com/locumunity,linkedin.com/company/locumunity,crunchbase.com/organization/locumunity,Vancouver,Canada,Vivek Tiwari's Post,NaN,hello@locumunity.com
3974,Livelii,NaN,twitter.com/HeyLivelii,facebook.com/wearelance,linkedin.com/company/livelii,crunchbase.com/organization/livelii,Toronto,Canada,Ryan RoslanskyJeff,NaN,hello@livelii.com
3975,Live2Leave,NaN,twitter.com/Live2Leave,facebook.com/live2leave,linkedin.com/company/live2leave,crunchbase.com/organization/live2leave,London,United Kingdom,Peter Swan,NaN,hello@live2leave.com
3976,LittleNewt,NaN,twitter.com/Little_Newt_,facebook.com/LittleNewtOfficial,linkedin.com/company/67483589,crunchbase.com/organization/littlenewt,Rapid City,United States,NaN,NaN,hello@littlenewt.com
3977,Linksy,NaN,twitter.com/linksyME,facebook.com/LinksyME,linkedin.com/company/linksy-inc.,crunchbase.com/organization/linksy,Seattle,United States,Arnoldas GritÄ,NaN,hello@linksy.co
3978,Leo Aerospace,NaN,twitter.com/leoaerospace,facebook.com/Leo-Aerospace-758267854367519,linkedin.com/company/18269653,crunchbase.com/organization/leo-aerospace#section-overview,Gardena,United States,NaN,NaN,hello@leoaerospace.com
3979,Leblum,NaN,twitter.com/Le_blum,facebook.com/leblumNY/,linkedin.com/company/leblum,crunchbase.com/organization/leblum,New York,United States,NaN,NaN,hello@leblum.com
3980,Laveem,laveem.com,twitter.com/mylaveem,facebook.com/pages/Laveem/333002643405821,NaN,crunchbase.com/organization/laveem,Cambridge,United States,Gabriel Meyers,NaN,hello@laveem.com
3981,LaneSpotter Bike,NaN,twitter.com/lanespotter,facebook.com/lanespotter,linkedin.com/company/lanespotter,crunchbase.com/organization/lanespotter,Pittsburgh,United States,KyteRyan RoslanskyD,NaN,hello@lanespotter.bike
3982,Lagoon,NaN,NaN,NaN,linkedin.com/company/datalagoon,crunchbase.com/organization/lagoon-15f5,Tel Aviv-Yafo,Israel,Andy Wotton,NaN,hello@lagoon.com
3983,Kytelabs,NaN,twitter.com/Kytelabs,facebook.com/Kytelabs,linkedin.com/company/kytelabs,crunchbase.com/organization/kyte-labs,Caguas,United States,Chris Cherrington,NaN,hello@kytelabs.com
3984,Kono.ai,NaN,twitter.com/officialkono,facebook.com/officialkono,linkedin.com/company/konolabs-inc-,crunchbase.com/organization/konolabs-inc-#section-overview,San Francisco,United States,Barry Hanley,NaN,hello@kono.ai
3985,Kintail,NaN,NaN,NaN,linkedin.com/company/kintail-io,crunchbase.com/organization/kintail,Carmel,United States,Yves Delongie,NaN,hello@kintail.com
3986,Kindora,NaN,NaN,facebook.com/kindora.shop,linkedin.com/company/kindorashop,crunchbase.com/organization/kindora,Killiney,Ireland,NaN,NaN,hello@kindora.com
3987,Journy,NaN,twitter.com/gojourny,facebook.com/gojourny/info/,linkedin.com/company/journy,crunchbase.com/organization/journy,New York,United States,NaN,NaN,hello@gojourny.com
3988,Jolt Athletics,NaN,twitter.com/joltsensor,facebook.com/joltsensor,linkedin.com/company/jolt-sensors-llc,crunchbase.com/organization/jolt-2,Saint Louis,United States,NaN,NaN,hello@joltathletics.com
3989,Java EDA,NaN,twitter.com/,NaN,NaN,crunchbase.com/organization/ems-forest,littleton,United States,Fidji Simo,NaN,hello@javaeda.com
3990,Inuka Pap,NaN,twitter.com/inukapap,NaN,NaN,crunchbase.com/organization/inuka-pap,Nairobi,Kenya,NaN,NaN,hello@inukapap.com
3991,InstaCar,NaN,twitter.com/instacarin,facebook.com/instacar.in,linkedin.com/company/instacar-technologies,crunchbase.com/organization/instacar-2,Indore,India,"This is our shot, r",NaN,hello@instacar.com
3992,Inspire Me Korea,NaN,twitter.com/inspiremekorea,NaN,linkedin.com/in/alice-c-93ba79190,crunchbase.com/organization/inspire-me-world,London,United Kingdom,NaN,NaN,hello@inspiremekorea.com
3993,Indybo,NaN,twitter.com/GoIndybo,facebook.com/go.indybo,NaN,crunchbase.com/organization/indybo,Cambridge,United Kingdom,Ryan RoslanskyJeff,NaN,hello@indybo.com
3994,Incomparable Things,NaN,twitter.com/IncomparableCo,facebook.com/incomparablethings,linkedin.com/company/incomparable-things,crunchbase.com/organization/incomparable-things,New York,United States,Jim Plescia,NaN,hello@incomparablethings.com
3995,InboxFever,NaN,twitter.com/veezyon,facebook.com/InboxFever,linkedin.com/company/veezyon-corporation,crunchbase.com/organization/inboxfever,Sante Fe,United States,Pinny Chaviv,NaN,hello@inboxfever.com
3996,ImpulseSave,impulsesave.com,twitter.com/impulsesave,facebook.com/impulsesave,linkedin.com/company/2003671,crunchbase.com/organization/impulsesave,Cambridge,United States,James Groves,NaN,hello@impulsesave.com
3997,Ikkos,NaN,twitter.com/IKKOSHQ,facebook.com/pages/IKKOS/511048188937371,linkedin.com/company/ikkos-inc.,crunchbase.com/organization/ikkos,Seattle,United States,Eduardas Matvejevas,NaN,hello@ikkos.com
3998,IBrainy,NaN,NaN,NaN,linkedin.com/company/ibrainy,crunchbase.com/organization/ibrainy,Kefar Saba,Israel,NaN,NaN,hello@ibrainy.com
3999,Iamus,NaN,NaN,NaN,linkedin.com/company/iamus-technologies,crunchbase.com/organization/iamus-technologies,Dublin,Ireland,HEROIC Cybersecurit,NaN,hello@iamus.com
4000,HipFire Games,NaN,twitter.com/hipfiregames,facebook.com/hipfiregames,linkedin.com/company/25061410,crunchbase.com/organization/hipfire-games,Helsinki,Finland,Jacob Silber,NaN,info@hipfiregames.com
4001,Heroic.ly,NaN,twitter.com/nuMVC,NaN,linkedin.com/company/numvc,crunchbase.com/organization/numvc,Seattle,United States,NaN,NaN,hello@heroic.ly
4002,HermesIQ,NaN,twitter.com/hermesiq,facebook.com/HermesTeam,linkedin.com/company/hermes-clinical-inc,crunchbase.com/organization/hermes-clinical,Braintree,United States,Shira Porat,NaN,info@hermesiq.com
4003,Helm Solutions,NaN,twitter.com/HelmGlobal,facebook.com/helmglobal/,linkedin.com/company/10128001,crunchbase.com/organization/helm-solutions,New York,United States,Christopher McGhee,NaN,hello@helmsolutions.co
4004,HelloBlock,NaN,NaN,NaN,linkedin.com/company/helloblock,crunchbase.com/organization/hello-block,Boston,United States,Excellent LinkedIn,NaN,hello@helloblock.io
4005,HealthID,NaN,twitter.com/HealthIDProfile,facebook.com/HealthIDProfile,linkedin.com/company/2547163,crunchbase.com/organization/healthid-profile,Cranston,United States,Ryan Roslansky,NaN,support@healthid.com
4006,Headliner,NaN,twitter.com/headlinerio,facebook.com/pg/headliner1ive/,linkedin.com/company/headliner-io,crunchbase.com/organization/headliner,London,United Kingdom,Kai Alday,NaN,hello@headliner.app
4007,HaveMyShift,NaN,twitter.com/havemyshift,facebook.com/pages/HaveMyShift/128372230546627,linkedin.com/company/havemyshift,crunchbase.com/organization/havemyshift,Chicago,United States,Peter Swan,NaN,support@havemyshift.com
4008,Hardbound,NaN,twitter.com/hardbound,facebook.com/hardboundco,linkedin.com/company/hardbound,crunchbase.com/organization/hardbound,New York,United States,NaN,NaN,hello@hardbound.co
4009,Gust,NaN,twitter.com/gustpay,facebook.com/pages/Gust/246116808757618,linkedin.com/company/gust-pay-pty-ltd-,crunchbase.com/organization/gust-2,New York City,United States,Arnoldas Gritė,NaN,support@gust.com
4010,Grit Virtual,gritvirtual.com,twitter.com/gritvirtual,facebook.com/gritvirtual/,linkedin.com/company/grit-virtual,crunchbase.com/organization/grit-virtual-inc#section-overview,Wichita,United States,NaN,NaN,hello@gritvirtual.com
4011,Greets,NaN,twitter.com/cardswap,facebook.com/ClosetGroupie,NaN,crunchbase.com/organization/cardswap,Miami,United States,Jonathan Porter,NaN,hello@greets.io
4012,Given Goods,NaN,twitter.com/GivenGoods,facebook.com/givengoodscompany,linkedin.com/pub/riley-end,crunchbase.com/organization/given-goods,Boulder,United States,NaN,NaN,hello@givengoods.co
4013,GamY,NaN,NaN,NaN,linkedin.com/company/gamyworks,crunchbase.com/organization/gamy,Munich,Germany,Gabriel Meyers,NaN,hello@gamyapp.com
4014,Frontline Gig,frontlinegig.com,NaN,NaN,linkedin.com/company/frontline-gig,crunchbase.com/organization/frontline-gig,Norfolk,United States,NaN,NaN,hello@frontlinegig.com
4015,Frenemies,NaN,twitter.com/FaniumFantasy,facebook.com/fanium/,linkedin.com/company/fanium,crunchbase.com/organization/fanium,Austin,United States,Dan Bowen,NaN,hello@frenemies.co
4016,Freedom Audio,NaN,twitter.com/Freedomaud,facebook.com/ListenWithFreedom,linkedin.com/company/freedom-audio,crunchbase.com/organization/freedom-audio,Orlando,United States,NaN,NaN,hello@freedom.audio
