Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
3195,Proxi,proxi.co,twitter.com/Proxi_Co,linkedin.com/company/proxi-co,crunchbase.com/organization/map-your-idea,Seattle,support@proxi.com
3196,Ovv.io,ovvio.io,twitter.com/Ovvio_io,linkedin.com/company/ovvio-io,crunchbase.com/organization/ovvio,Tel Aviv,hello@ovv.io
3197,OptimusQ,optimusq.com,NaN,linkedin.com/company/optimusq,crunchbase.com/organization/optimusq,Tel Aviv,info@optimusq.com
3198,OnEx Medical,medicalonex.com,twitter.com/medicalonex,linkedin.com/company/medicalonex,crunchbase.com/organization/onex-d114,Abu Dhabi,info@onexmedical.com
3199,jalebi,jalebi.io,twitter.com/getjalebi,linkedin.com/company/jalebi,crunchbase.com/organization/jalebi,Dubai,hello@jalebi.com
3200,InsureTax,insure.tax,NaN,linkedin.com/company/insuretax,crunchbase.com/organization/insuretax,Tel Aviv-Yafo,info@insuretax.com
3201,Glamera,business.glamera.com,twitter.com/glameraegy,linkedin.com/company/glameraeg,crunchbase.com/organization/glamera,Riyadh,support@glamera.com
3202,gaga,gaga-app.com,twitter.com/GagaApp_,linkedin.com/company/gagaapp,crunchbase.com/organization/gaga,Dhahran,hello@gaga.com
3203,Freeflow,freeflow.dev,twitter.com/FreeflowDev,linkedin.com/company/freeflowdev,crunchbase.com/organization/freeflow-services,CLAYMONT,info@freeflow.com
3204,Farm Holdings,farm.vc,twitter.com/farm,linkedin.com/company/farmholdings,crunchbase.com/organization/farmholdings,Fort Collins,info@farmholdings.com
3205,EZCheck.me,ezcheck.me,twitter.com/ezcheckme,linkedin.com/company/ezcheck-me,crunchbase.com/organization/ezcheck-me,Tel Aviv-Yafo,support@ezcheck.me
3206,EyeKnow,eyeknow.ai,NaN,linkedin.com/company/eyeknowai,crunchbase.com/organization/eyeknow-ai,Haifa,hello@eyeknow.com
3207,Edizeven,edizeven.com,twitter.com/edizeven87,linkedin.com/company/edizeven,crunchbase.com/organization/edizeven,Seattle,info@edizeven.com
3208,Ecocrumb,ecocrumb.app,twitter.com/ecocrumb,linkedin.com/company/ecocrumb,crunchbase.com/organization/ecocrumb,Eden Prairie,info@ecocrumb.com
3209,DawaFast,dawafast.com,NaN,linkedin.com/company/12976127,NaN,Al Sahafah,support@dawafast.com
3210,Autority.io,autority.io,twitter.com/autority_io,linkedin.com/company/76914575,crunchbase.com/organization/autority-io,Quito,hello@autority.io
3211,Autobia,auto.sa,NaN,linkedin.com/company/auto-sa,NaN,Dhahran,info@autobia.com
3212,Answerbite,answerbite.com,NaN,linkedin.com/company/answerbite,crunchbase.com/organization/mulupod,Katy,hello@answerbite.com
3213,AlGooru,algooru.com,twitter.com/al_gooru,linkedin.com/company/algooru,crunchbase.com/organization/algooru,Wilmington,info@algoru.com
3214,AgadoLive,agadolive.com,twitter.com/agadolive,linkedin.com/company/agado-live,crunchbase.com/organization/agado,Ramat Hashron,support@agadolive.com
3215,Adaptively Education,adaptivelyeducation.com,twitter.com/adaptivelyeducation,linkedin.com/company/adaptively-education,crunchbase.com/organization/adaptively-education,Bellevue,info@adaptively.com
3216,Voxon Photonics,voxon.co,twitter.com/voxonphotonics,linkedin.com/company/18092360,crunchbase.com/organization/voxon,Adelaide,info@voxon.co
3217,Meat-O-Door,meattodoor.ae,NaN,linkedin.com/company/meatodoor,crunchbase.com/organization/meatodoor,Dubai,hello@meatodoor.com
3218,Zealous,zealous.app,twitter.com/zealous_app,linkedin.com/company/zealousapp,crunchbase.com/organization/zealous,Denver,support@zealous.co
3219,Ubi Interactive,ubi-interactive.com,twitter.com/ubi_interactive,linkedin.com/company/ubi-interactive,crunchbase.com/organization/ubi-interactive,Seattle,info@ubi-interactive.com
3220,Seize,seizetheapp.io,twitter.com/seizetheapp,linkedin.com/company/seize-the-app,crunchbase.com/organization/seize,Dallas,hello@seize.com
3221,Much,usemuch.com,twitter.com/budgetbetterio,linkedin.com/company/budget-better,crunchbase.com/organization/much-29e2,Norwalk,support@much.com
3222,Kinetic Global,llresponse.com,twitter.com/kineticrecon,linkedin.com/company/clandestine-development,crunchbase.com/organization/clandestine-development,Chicago,info@kineticglobal.com
3223,Binsight,binsight.ai,NaN,linkedin.com/company/binsight-ai,crunchbase.com/organization/binsight-ai,Rehovot,hello@binsight.com
3224,Akibah Health,akibah.com,twitter.com/TeamGluCase,linkedin.com/company/akibah,crunchbase.com/organization/akibah,San Jose,info@akibah.com
3225,SocialEngine,socialengine.com,twitter.com/socialengine,linkedin.com/company/socialengine,crunchbase.com/organization/socialengine,Los Angeles,sales@socialengine.com
3226,Workathlon,workathlon.com,twitter.com/workathlon,linkedin.com/company/workathlon,crunchbase.com/organization/workathlon,Marousi,info@workathlon.com
3227,Designlab,designlab.com,twitter.com/trydesignlab,linkedin.com/company/designlab-learning,crunchbase.com/organization/designlab,Seattle,hello@trydesignlab.com
3228,Seeds,seedsgives.com,twitter.com/seedstweets,linkedin.com/company/seeds-inc,crunchbase.com/organization/seeds-2,New York,info@seeds.com
3229,Paranoid Fan,paranoidfan.com,twitter.com/paranoidfan,linkedin.com/company/paranoid-fan-inc-,crunchbase.com/organization/paranoidfan,Dallas,support@paranoidfan.com
3230,Playpower Labs,playpowerlabs.com,twitter.com/playpower,linkedin.com/company/playpower-labs,crunchbase.com/organization/playpower-ed3c#section-overview,Pittsburgh,info@playpowerlabs.com
3231,GoChime,gochime.com,twitter.com/gochime,linkedin.com/company/gochime,crunchbase.com/organization/gochime,New York,hello@gochime.com
3232,FlexMinder,flexminder.com,twitter.com/flexminder,linkedin.com/company/flexminder,crunchbase.com/organization/flexminder,Seattle,info@flexminder.com
3233,Alice's Table,alicestable.com,twitter.com/alices_table,linkedin.com/company/alice's-table,crunchbase.com/organization/alice-s-table,Boston,info@alicestable.com
3234,GuestU,guestu.com,twitter.com/GuestU_,linkedin.com/company/guestu,crunchbase.com/organization/guestu,Lisbon,info@guestu.com
3235,Poptip,poptip.com,twitter.com/POP_TIP,linkedin.com/company/2482246,crunchbase.com/organization/poptip,South Bend,hello@poptip.com
3236,fragPaul,frag-paul.de,twitter.com/fragPaul,linkedin.com/company/fragpaul.-der-personalassistent,crunchbase.com/organization/fragpaul,KÃ¶ln,support@fragpaul.com
3237,Jamii,jamiiafrica.com,twitter.com/jamiiafrica,linkedin.com/company/edgepoint-company-limited,crunchbase.com/organization/jamii-africa,Dar es Salaam,hello@jamii.co.uk
3238,StackSource,stacksource.com,twitter.com/stacksource,linkedin.com/company/StackSource,crunchbase.com/organization/stacksource,New York,info@stacksource.com
3239,Kea Medicals,keamedicals.com,twitter.com/keamedicals,linkedin.com/company/kea-medicals,crunchbase.com/organization/kea-medicals,Cotonou,info@keamedicals.com
3240,GoTradie,gotradie.com.au,twitter.com/gotradie,linkedin.com/company/gotradie,crunchbase.com/organization/gotradie,Frenchs Forest,support@gotradie.com
3241,CaptainVet,captainvet.com,twitter.com/CaptainVet,linkedin.com/company/captainvet,crunchbase.com/organization/captainvet,Brest,info@captainvet.com
3242,Sensobi,sensobi.com,twitter.com/sensobi,linkedin.com/company/291448,crunchbase.com/organization/sensobi,New York,support@sensobi.com
3243,Reputize,reputize.co,twitter.com/reputize_co,linkedin.com/company/reputize,crunchbase.com/organization/reputize,London,info@reputize.com
3244,Palleter,palleter.com,twitter.com/palleters,linkedin.com/company/palleter,crunchbase.com/organization/palleter-2,Tartu,info@palleter.com
3245,Joust Labs,joust.com,twitter.com/joustbanking,linkedin.com/company/joust-now,crunchbase.com/organization/joust-labs,Denver,hello@joust.com
3246,tsenso,tsenso.com,twitter.com/tsensoCom,linkedin.com/company/tsenso,crunchbase.com/organization/tsenso,Stuttgart,info@tsenso.com
3247,Upsuite,upsuite.com,twitter.com/upsuite,linkedin.com/company/upsuite,crunchbase.com/organization/upsuite,Boulder,info@upsuite.com
3248,InstaGift,instagift.com,twitter.com/InstaGift,linkedin.com/company/instagift,crunchbase.com/organization/deal-co-op,Birmingham,support@instagift.com
3249,Vieweet,vieweet.com,twitter.com/SmartViewing,linkedin.com/company/virtual-view-app,crunchbase.com/organization/vieweet,London,info@vieweet.com
3250,Honeyfi,honeyfi.com,twitter.com/honeyfiapp,linkedin.com/company/honeyfi-inc.,crunchbase.com/organization/honeyfi,Charlotte,hello@honeyfi.com123
3251,ProtoPixel,protopixel.io,twitter.com/protopx,linkedin.com/company/10853500,crunchbase.com/organization/protopixel,Barcelona,info@protopixel.net456
3252,Thinkfuse,thinkfuse.com,twitter.com/thinkfuse,linkedin.com/company/thinkfuse,crunchbase.com/organization/thinkfuse,Seattle,founders@thinkfuse.com789
3253,InvitedHome,invitedhome.com,twitter.com/invitedhome,linkedin.com/company/invitedhome,crunchbase.com/organization/invitedhome,Boulder,reservations@Invitedhome.com101112
3254,Rezora,rezora.com,twitter.com/rezora,linkedin.com/company/recora-health,crunchbase.com/organization/rezora,Boulder,support@rezora.com1314
3255,Speakbox,speakbox.ca,twitter.com/hi_speakbox,linkedin.com/company/speakbox,crunchbase.com/organization/speakbox,Vancouver,hello@speakbox.ca151617
3256,Shoffr,shoffr.io,twitter.com/shoffrio,linkedin.com/company/shoffr,crunchbase.com/organization/shoffr,Singapore,hello@shoffr.in181920
3257,Marquee,marquee.by,twitter.com/marquee,linkedin.com/company/marquee.studio,crunchbase.com/organization/marquee,New York,info@marquee-equity.com212223
3258,SpaceView,space.vu,twitter.com/spaceviewapp,linkedin.com/company/spaceview,crunchbase.com/organization/spaceview,Portland,No official contact email found.
3259,Mentio Technologies,mentio.ca,twitter.com/mentioHQ,linkedin.com/company/3780862,crunchbase.com/organization/judi-ai,Vancouver,info@mentio.ca242526
3260,Townfolio,townfolio.ca,twitter.com/townfolio,linkedin.com/company/townfolio,crunchbase.com/organization/townfolio-inc,Saskatoon,info@townfolio.co
3261,The Tap Lab,thetaplab.com,twitter.com/thetaplab,linkedin.com/company/the-tap-lab,crunchbase.com/organization/the-tap-lab,Cambridge,info@thetaplab.com
3262,Tapglue,tapglue.com,twitter.com/tapglue,linkedin.com/company/tapglue,crunchbase.com/organization/tapglue,Berlin,hello@tapglue.com
3263,Teltoo,teltoo.com,twitter.com/teltoo_cdn,linkedin.com/company/teltoo,crunchbase.com/organization/teltoo,Madrid,contact@teltoo.com
3264,Shipsi,shipsi.com,twitter.com/shipsiinc,linkedin.com/company/shipsi,crunchbase.com/organization/shipsi-inc,Los Angeles,hello@shipsi.com
3265,Leaf Global Fintech,leafglobalfintech.com,twitter.com/LeafGlobalTech/,linkedin.com/company/leaf-global-fintech,crunchbase.com/organization/leaf-global-fintech#section-overview,Lewes,info@leafglobalfintech.com
3266,Classics&Exotics,classicsandexotics.com,twitter.com/Classicsexotics,NaN,crunchbase.com/organization/classics-exotics,Forestdale,info@classicsandexotics.com
3267,Challenger,getchallenger.com,twitter.com/IncChallenger,linkedin.com/company/challengerfinance,crunchbase.com/organization/challenger-03e7,Denver,info@challenger.com
3268,Proof,proofgov.com,twitter.com/proofgov,linkedin.com/company/proofgov,crunchbase.com/organization/proofgov,Whitehorse,info@proof.com
3269,Wander,days.am,twitter.com/wander,linkedin.com/company/wander-app-inc,crunchbase.com/organization/wander,New York,hello@wander.com
3270,TeacherTalent,teachertalent.io,twitter.com/teacher_talent,linkedin.com/company/16242896,crunchbase.com/organization/teachertalent,Austin,info@teachertalent.com
3271,BeeInstant,beeinstant.com,twitter.com/BeeInstantMon,linkedin.com/company/11145201,crunchbase.com/organization/beeinstant,Dublin,info@beeinstant.com
3272,CheckIO,checkio.org,twitter.com/PlayCheckiO,linkedin.com/company/checkio,crunchbase.com/organization/checkio,Las Vegas,info@checkio.org
3273,Sqord,sqord.com,twitter.com/Sqord_Inc,linkedin.com/company/sqord-inc-,crunchbase.com/organization/sqord,Durham,info@sqord.com
3274,Okkular,okkular.io,NaN,linkedin.com/company/okkular-io,crunchbase.com/organization/okkular,Melbourne,info@okkular.io
3275,Zoftware,zoftwarehub.com,twitter.com/zoftwarehub,linkedin.com/company/zoftwarehub,crunchbase.com/organization/zoftware,Dubai,info@zoftware.com
3276,PharmaBusinessReview,pbrinsight.com,NaN,NaN,NaN,London,info@pharmabusinessreview.com
3277,One Plan,oneplan.finance,NaN,NaN,crunchbase.com/organization/one-plan,Cantonments,info@oneplan.com
3278,Jelt,jelt.com.co,NaN,linkedin.com/company/jeltco,crunchbase.com/organization/jelt-5627,Doral,info@jelt.com
3279,Shook,shoook.io,NaN,linkedin.com/company/shook-io,crunchbase.com/organization/shook-f080,Tzur Hadassah,info@shook.com
3280,NoledgeLoss,noledgeloss.com,NaN,linkedin.com/company/noledgeloss,crunchbase.com/organization/noledgeloss,Tel Aviv-Yafo,info@noledgeloss.com
3281,NayamWings,nayamwings.com,NaN,NaN,crunchbase.com/organization/nayam-wings,Haifa,info@nayamwings.com
3282,Dear Doc Singapore,dear-doc.com,NaN,linkedin.com/company/dear-doc,crunchbase.com/organization/dear-doc,Gurgaon,info@deardoc.sg
3283,Efektiva,efektiva.mx,NaN,linkedin.com/company/efektivamx,crunchbase.com/organization/ixhua,Zapopan,info@efektiva.com
3284,Modality,findmodality.com,NaN,linkedin.com/company/modality1,crunchbase.com/organization/modality-f0ae,Boston,info@modality.com
3285,Swoove,swoove.delivery,twitter.com/swoovedelivery,linkedin.com/company/swoove,crunchbase.com/organization/swoove-delivery,New York City,info@swoove.com
3286,Carbonext,carbonextinc.com,NaN,NaN,crunchbase.com/organization/carbonext-cfdd,Houston,info@carbonext.com
3287,Nector,nectorcapital.com,twitter.com/nectorcap,linkedin.com/company/nectorcap,crunchbase.com/organization/nector-7769,Cincinnati,info@nector.com
3288,1to1,1to1.tech,NaN,linkedin.com/company/1to1consulting,crunchbase.com/organization/1to1-tech,Roselle Park,info@1to1.com
3289,Jump n Pass,jumpnpass.com,twitter.com/jumpnpass_,linkedin.com/company/jump-pass-technologies,crunchbase.com/organization/jump-n-pass,Culver City,info@jumpnpass.com
3290,Coda,lovecoda.com,twitter.com/_lovecoda,linkedin.com/company/lovecoda,crunchbase.com/organization/coda-a378,Seattle,info@coda.com
3291,Surge Africa,surgeafrica.co,NaN,NaN,crunchbase.com/organization/surge-africa,Wilmington,info@surgeafrica.com
3292,IONA,ionadrones.com,NaN,linkedin.com/company/ionalogistics,crunchbase.com/organization/iona-adb3,Bedford,info@iona.com
3293,aVenture,aventure.vc,twitter.com/aVentureVC,linkedin.com/in/williamacallahan,crunchbase.com/organization/aventure,San Francisco,info@aventure.com
3294,PIEPIE.AI,piepie.ai,NaN,NaN,NaN,Austin,info@piepie.ai
3295,Gudea,gudea.ai,NaN,NaN,crunchbase.com/organization/gudea,Baltimore,info@gudea.com
3296,Curiositas Technologies,aloindex.com,NaN,linkedin.com/company/al%C5%8D-index,crunchbase.com/organization/alÅ�-index,Guilford,info@curiositas.com
3297,Sports Vision,sportsvision.ai,NaN,linkedin.com/company/sportsvision1,crunchbase.com/organization/sportsvision,Minneapolis,info@sportsvision.com
3298,Kwikkart,kwikkart.co,NaN,linkedin.com/company/kwikkart,crunchbase.com/organization/kwikkart,Berkeley,info@kwikkart.com
3299,Leantime,leantime.io,twitter.com/intheleantime,linkedin.com/company/leantime,crunchbase.com/organization/leantime,Charlotte,info@leantime.com
3300,Jupiter Card,myjupitercard.com,twitter.com/MyJupiterCard,linkedin.com/company/jupiter-card,crunchbase.com/organization/jupiter-card,New York,contact@jupiter.money123
3301,Joylet,joylet.com,NaN,linkedin.com/company/joylet,crunchbase.com/organization/joylet,Milltown,hello@joylet.com456
3302,GetEquity,getequity.io,twitter.com/getequity,linkedin.com/company/getequity,crunchbase.com/organization/getequity,Surulere,business@getequity.io789
3303,8medical,8medical.co,twitter.com/8medicalng,linkedin.com/company/eight-medical-ltd,crunchbase.com/organization/eight-medical,Lagos,info@8medical.co101112
3304,Veend,veendhq.com,NaN,linkedin.com/company/veendhq,crunchbase.com/organization/veend,Sheridan,info@veendhq.com131415
3305,Scent Lab,shopscentlab.com,NaN,linkedin.com/company/scent-lab,crunchbase.com/organization/scent-lab,NEW YORK,info@scent-lab.com161718
3306,AkashX,akashx.cloud,NaN,NaN,crunchbase.com/organization/akashx,Sheridan,No official contact email found.
3307,Nala,nalarocks.com,NaN,linkedin.com/company/nalarocks,crunchbase.com/organization/nala-8452,Miami,info@nala.money192021
3308,Visionify,visionify.ai,twitter.com/Visionify,linkedin.com/company/visionify-ai,crunchbase.com/organization/visionify,BROOMFIELD,info@visionify.ai222324
3309,Skyblue Analytics,skyblueanalytics.com,twitter.com/SkyBlueData,linkedin.com/company/skyblue-analytics,crunchbase.com/organization/skyblue-analytics,Montevideo,smusso@skyblueanalytics.com252627
3310,The Playbook,sportsmentalhealthplaybook.com,NaN,linkedin.com/company/sportsmentalhealthplaybook,crunchbase.com/organization/the-sports-mental-health-and-wellness-playbook,Atlanta,hello@theplaybook.com282930
3311,Reifisports,reifisports.com,NaN,linkedin.com/company/reifi,crunchbase.com/organization/reifi,Miami,info@reifisports.com31
3312,Refr Sports,refrsports.com,NaN,linkedin.com/company/refr-sports-llc,crunchbase.com/organization/refr-sports,MPLS,contact@refrsports.com
3313,PandoPartner,pandopartner.com,NaN,linkedin.com/company/pandopartner,crunchbase.com/organization/pandopartner,Georgetown,info@pandopartner.com
3314,LOWR,lowr.co,NaN,linkedin.com/company/lowr,crunchbase.com/organization/lowr,London,hello@lowr.com
3315,Cup Carrier Media,cupcarrier.meida,NaN,NaN,NaN,Calgary,info@cupcarriermedia.com
3316,Camperoni,camperoni.com,twitter.com/TeamCamperoni,linkedin.com/company/camperoni,crunchbase.com/organization/camperoni,Minneapolis,support@camperoni.com
3317,Dr.Online,dronline.com,NaN,linkedin.com/company/dronline-healthcare,crunchbase.com/organization/dronline,Caparica,contact@dr.online
3318,XENA Dx,xenadx.com,NaN,linkedin.com/company/xena-dx,crunchbase.com/organization/xena-dx,Ludwigshafen,info@xenadx.com
3319,Hash App,hashvest.com,twitter.com/HashvestInc,linkedin.com/company/hashvest,crunchbase.com/organization/hash-4,Miami,support@hash.app
